ranking	entry_name	numSpectra1	totalIntensity01	numSpectr02	totalIntensity02	numColumnsProteinObserved	numSpectraProteinObserved	protein_mw	species	numSpeciesPresentR1	numPepsUniqueSharedSpecies	numSpectraSharedSpecies	totalIntensitySharedSpecies	numPepsUniqueSpecies1	numSpectraSpecies1	totalIntensitySpecies1	numPepsUniqueSpecies2	accession_number	accession_numbers	coverage_map	coverage_maps	percentCoverage	percentCoverages	numPepsUnique	scoreUnique	scoresUnique	groupNum	subgroupNum
129	Galectin-3-binding protein	9	1.44E+09	9	1.68E+09	2	18	66242.7	HUMAN	1			0.00E+00	10	18	3.12E+09	0	Q08380	Q08380|K7EKQ5|K7EJD3|K7ERZ6|K7EN99|K7EQT9	0+25+17+62+6+105+10+85+35+31+17+33+9+6+13+131	0+25+17+62+6+105+10+85+35+31+17+33+9+6+13+131|0+25+17+62+6+100|0+25+17+62+6+95|0+25+17+62+6+21|0+25+17+71|0+25+17+6	18.2	18.2|10.9|11.2|17.5|15|35.4	10	114.57	114.57|31.49|31.49|31.49|25.86|25.86	105	105.1
130	Coagulation factor XII	11	1.31E+09	12	1.78E+09	2	23	70073	HUMAN	1			0.00E+00	12	23	3.09E+09	0	P00748	P00748	0+30+25+9+28+42+8+4+14+70+18+19+15+63+8+19+9+67+18+127+17+5	0+30+25+9+28+42+8+4+14+70+18+19+15+63+8+19+9+67+18+127+17+5	26	26	12	125.36	125.36	98	98.1
131	ProSAAS	6	5.22E+09	9	7.62E+09	2	15	27428.9	HUMAN	1	4	10	9.90E+09	3	5	2.94E+09	0	Q9UHG2	Q9UHG2|Q9QXV0	0+65+22+5+19+6+21+63+15+4+21+19	0+65+22+5+19+6+21+63+15+4+21+19|0+65+22+5+19+147	37.6	37.6|15.8	7	95.32	95.32|51.72	116	116.1
132	Metalloproteinase inhibitor 1	4	1.15E+09	6	1.71E+09	2	10	23855.1	HUMAN	1			0.00E+00	6	10	2.86E+09	0	P01033	P01033|Q5H9A7|Q5H9B5	0+70+28+4+9+30+39+12+11+4	0+70+28+4+9+30+39+12+11+4|0+6+28+4+9+30+39+12+11+4|0+70+28+38	42	42|60.8|20.5	6	69.43	69.43|69.43|28.24	147	147.1
133	Secretogranin-2	10	1.69E+09	11	2.06E+09	2	21	70939.5	HUMAN	1	2	3	1.06E+09	10	18	2.69E+09	0	P13521	P13521|Q03517	0+112+18+51+26+28+34+15+12+20+9+12+19+170+35+56	0+112+18+51+26+28+34+15+12+20+9+12+19+170+35+56|0+114+7+62+26+408	24.7	24.7|5.3	12	142.91	142.91|23.11	85	85.1
134	Complement factor D	7	1.71E+09	7	9.67E+08	2	14	28375.8	HUMAN	1			0.00E+00	6	14	2.68E+09	0	K7ERG9	K7ERG9|P00746	0+100+30+14+39+6+10+61	0+100+30+14+39+6+10+61|0+93+30+14+39+6+10+61	30.3	30.3|31.2	6	68.17	68.17|68.17	150	150.1
135	Kallistatin	10	1.18E+09	12	1.44E+09	2	22	48712.2	HUMAN	1			0.00E+00	12	22	2.62E+09	0	P29622	P29622	0+50+11+58+31+16+21+6+10+13+11+73+6+6+41+33+8+33	0+50+11+58+31+16+21+6+10+13+11+73+6+6+41+33+8+33	32.5	32.5	12	114.66	114.66	104	104.1
136	Limbic system-associated membrane protein	6	6.05E+09	10	6.84E+09	2	16	40159.7	HUMAN	1	7	14	1.04E+10	1	2	2.55E+09	0	F5H5G1	F5H5G1|Q13449|Q8BLK3|Q3TYE5	0+41+8+15+10+6+14+76+16+9+11+3+13+13+15+108	0+41+8+15+10+6+14+76+16+9+11+3+13+13+15+108|0+44+8+15+10+6+14+76+16+9+11+3+13+13+15+85|0+44+8+15+10+6+6+84+16+9+11+3+13+13+15+88|0+44+8+15+10+6+6+84+16+9+11+3+13+13+15+85	24.3	24.3|25.7|23.1|23.3	8	72.6	72.6|72.6|63.01|63.01	142	142.1
137	Complement C2	8	1.76E+09	8	7.11E+08	2	16	84635.7	HUMAN	1			0.00E+00	9	16	2.47E+09	0	P06681	P06681|P06681-3|P06681-2|B4DQI1	0+176+13+179+10+99+10+6+17+27+29+160+26	0+176+13+179+10+99+10+6+17+27+29+160+26|0+44+13+179+10+99+10+6+17+27+29+160+26|0+53+13+88+10+99+10+6+17+27+29+160+26|0+122+10+99+10+6+17+27+29+160+26	13.9	13.9|16.9|19.5|18.1	9	101.11	101.11|101.11|101.11|95.34	14	14.2
138	"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase"	13	1.50E+10	14	1.44E+10	2	27	47574.6	HUMAN	1	9	19	2.70E+10	4	8	2.44E+09	0	O43505	O43505|Q8BWP8|Q8BWP8-2	0+64+16+7+63+2+28+61+22+3+6+62+7+2+31+31+8+2	0+64+16+7+63+2+28+61+22+3+6+62+7+2+31+31+8+2|0+64+16+7+42+23+28+86+6+62+7+2+6+66|0+64+16+7+42+23+28+86+6+62+7+2+6+30	43.6	43.6|25.3|27.7	13	153.35	153.35|94.69|94.69	74	74.1
139	Isoform 5 of CD99 antigen-like protein 2	3	1.53E+09	2	9.11E+08	2	5	29077.5	HUMAN	1			0.00E+00	3	5	2.44E+09	0	Q8TCZ2-5	Q8TCZ2-5|Q8TCZ2|Q8TCZ2-2|Q8TCZ2-3	0+139+28+105	0+139+28+105|0+135+28+99|0+86+28+99|0+63+28+99	10.2	10.2|10.6|13.1|14.7	3	27.34	27.34|27.34|27.34|27.34	255	255.1
140	Immunoglobulin J chain	3	1.76E+09	3	5.40E+08	2	6	18554.7	HUMAN	1			0.00E+00	3	6	2.30E+09	0	P01591	P01591	0+46+12+3+8+13+10+67	0+46+12+3+8+13+10+67	18.8	18.8	3	30.86	30.86	238	238.1
141	Complement C1q subcomponent subunit B	6	1.75E+09	6	2.02E+09	2	12	26949.5	HUMAN	1	1	3	1.48E+09	5	9	2.29E+09	0	P02746	P02746|D6R934|P14106	0+121+15+5+15+7+23+67	0+121+15+5+15+7+23+67|0+119+15+5+15+7+23+67|0+161+14+78	20.9	20.9|21.1|5.5	6	52.64	52.64|52.64|14.84	177	177.1
142	Complement C5	15	1.41E+09	11	8.04E+08	2	26	190013.4	HUMAN	1			0.00E+00	19	26	2.22E+09	0	P01031	P01031	0+353+19+354+13+197+19+7+8+10+25+45+34+44+10+25+7+36+8+48+10+48+7+53+21+147+28+2+8+90	0+353+19+354+13+197+19+7+8+10+25+45+34+44+10+25+7+36+8+48+10+48+7+53+21+147+28+2+8+90	12.9	12.9	19	160.58	160.58	65	65.1
143	C4b-binding protein alpha chain	6	8.86E+08	10	1.33E+09	2	16	69085.9	HUMAN	1			0.00E+00	11	16	2.22E+09	0	P04003	P04003|F2Z2V7	0+78+9+25+8+39+15+86+6+8+12+32+11+40+10+1+38+67+8+36+8+60	0+78+9+25+8+39+15+86+6+8+12+32+11+40+10+1+38+67+8+36+8+60|0+78+9+31	20.9	20.9|7.6	11	87.06	87.06|5.65	132	132.1
144	Receptor-type tyrosine-protein phosphatase zeta	4	1.25E+09	4	1.22E+09	2	8	255837.8	HUMAN	1	1	1	2.53E+08	4	7	2.21E+09	0	P23471	P23471|P23471-2|P23471-3|B9EKR1	0+81+19+11+11+40+9+23+11+2110	0+81+19+11+11+40+9+23+11+2110|0+81+19+11+11+40+9+23+11+2103|0+81+19+11+11+40+9+23+11+1243|0+162+9+2141	2.1	2.1|2.1|3.4|0.3	5	44.23	44.23|44.23|44.23|4.78	197	197.1
145	Seizure 6-like protein	6	1.20E+09	7	1.68E+09	2	13	113320.1	HUMAN	1	4	5	6.88E+08	6	8	2.19E+09	0	Q9BYH1	Q9BYH1|Q9BYH1-6|Q9BYH1-7|Q9BYH1-4|Q9BYH1-5|B0QYH5|Q9BYH1-3|B0QYH4|Q9BYH1-2|Q6P1D5|Q6P1D5-2	0+361+11+25+32+61+15+10+49+93+8+91+9+259	0+361+11+25+32+61+15+10+49+93+8+91+9+259|0+361+11+25+32+61+15+10+49+93+8+91+9+258|0+361+11+25+32+61+15+10+49+93+8+91+9+248|0+361+11+25+32+61+15+10+49+93+8+91+9+184|0+361+11+25+32+61+15+10+49+93+8+91+9+183|0+134+11+25+32+61+15+10+49+93+8+91+9+258|0+134+11+25+32+61+15+10+49+93+8+91+9+254|0+134+11+25+32+61+15+10+49+93+8+91+9+182|0+134+11+25+32+61+15+10+49+93+8+91+9+178|0+301+11+186+6+93+8+91+9+258|0+301+11+186+6+93+8+91+9+193	12.1	12.1|12.1|12.2|13|13|15.5|15.6|17.2|17.3|3.5|3.7	10	88.18	88.18|88.18|88.18|88.18|88.18|88.18|88.18|88.18|88.18|30.15|30.15	129	129.1
146	Phosphatidylethanolamine-binding protein 4	3	6.43E+08	4	1.54E+09	2	7	26018.2	HUMAN	1			0.00E+00	5	7	2.18E+09	0	Q96S96	Q96S96	0+70+10+31+8+8+40+60	0+70+10+31+8+8+40+60	25.5	25.5	5	50.69	50.69	183	183.1
147	Isoform 2 of Ly-6/neurotoxin-like protein 1	2	9.00E+08	2	1.25E+09	2	4	13211.3	HUMAN	1			0.00E+00	2	4	2.15E+09	0	Q9BZG9-2	Q9BZG9-2	0+50+7+10+11+38	0+50+7+10+11+38	15.5	15.5	2	22.67	22.67	281	281.1
148	Chitinase-3-like protein 1	8	9.19E+08	6	1.22E+09	2	14	43024.1	HUMAN	1			0.00E+00	8	14	2.14E+09	0	P36222	P36222	0+91+14+23+16+1+10+91+40+24+25+48	0+91+14+23+16+1+10+91+40+24+25+48	27.4	27.4	8	102.15	102.15	111	111.1
149	Complement factor H-related protein 2	3	1.19E+09	2	8.80E+08	2	5	31563	HUMAN	1			0.00E+00	2	5	2.07E+09	0	P36980	P36980|V9GYE7|P36980-2	0+27+11+194+10+28	0+27+11+194+10+28|0+27+11+178+10+28|0+27+11+167+10+28	7.7	7.7|8.2|8.6	2	24.94	24.94|24.94|24.94	6	6.3
150	Contactin-1	23	4.89E+09	25	6.48E+09	2	48	114174.1	HUMAN	1	19	36	9.34E+09	6	12	2.03E+09	0	Q12860	Q12860|Q12860-2|P12960|Q12860-3	0+27+33+8+8+2+27+19+23+24+15+39+24+27+20+111+15+179+10+56+22+9+21+13+24+10+17+7+45+21+11+43+6+43+32+27	0+27+33+8+8+2+27+19+23+24+15+39+24+27+20+111+15+179+10+56+22+9+21+13+24+10+17+7+45+21+11+43+6+43+32+27|0+57+8+2+27+19+23+24+15+39+24+27+20+111+15+179+10+56+22+9+21+13+24+10+17+7+45+21+11+43+6+43+32+27|0+27+33+8+8+14+15+66+15+39+24+27+20+111+15+181+10+56+13+52+24+34+28+38+11+43+6+43+32+27|0+27+33+8+8+2+27+19+23+24+15+39+24+27+20+111+15+205	34.6	34.6|31.7|24.9|26.3	25	257.05	257.05|241.55|188.64|127.07	40	40.1
151	Myoglobin	8	8.14E+08	8	1.22E+09	2	16	17240.5	HUMAN	1	1	1	7.20E+07	8	16	2.03E+09	2	P02144	P02144|Q8WVH6|P68082	0+17+15+3+8+21+33+22+15+20	0+17+15+3+8+21+33+22+15+20|0+9+33+22+15+20|0+78+19+57	46.1	46.1|48.4|12.3	8	95.12	95.12|73.5|33	117	117.1
152	Serum amyloid A-4 protein	5	9.31E+08	4	9.53E+08	2	9	14860.5	HUMAN	1			0.00E+00	3	9	1.88E+09	0	P35542	P35542	0+26+26+68+8+2	0+26+26+68+8+2	26.1	26.1	3	32.43	32.43	231	231.1
153	Isoform 2 of N-acetylmuramoyl-L-alanine amidase	7	9.23E+08	10	1.16E+09	2	17	68740.8	HUMAN	1	1	3	2.53E+08	9	14	1.83E+09	0	Q96PD5-2	Q96PD5-2|Q96PD5|Q8VCS0|Q8VCS0-3	0+106+29+39+33+26+31+56+25+25+15+13+26+85+14+4+13+94	0+106+29+39+33+26+31+56+25+25+15+13+26+85+14+4+13+94|0+106+29+39+33+26+31+56+25+25+15+13+26+85+14+4+13+36|0+350+15+165|0+350+15+85	29.3	29.3|32.2|2.8|3.3	10	126.01	126.01|126.01|16.08|16.08	97	97.1
154	Isoform 2 of Biotinidase	3	6.61E+08	6	1.32E+09	2	9	62422.2	HUMAN	1	1	1	2.93E+08	4	8	1.68E+09	0	P43251-2	P43251-2|P43251-3|P43251|P43251-4|Q8CIF4	0+81+24+226+10+24+22+140+13+5	0+81+24+226+10+24+22+140+13+5|0+81+24+226+10+24+22+140+13+5|0+79+24+226+10+24+22+140+13+5|0+59+24+226+10+24+22+140+13+5|0+340+10+170	12.6	12.6|12.6|12.7|13.1|1.9	5	59.72	59.72|59.72|59.72|59.72|8.01	164	164.1
155	Disintegrin and metalloproteinase domain-containing protein 22	5	5.94E+08	5	1.09E+09	2	10	103055.4	HUMAN	1			0.00E+00	4	10	1.68E+09	0	Q9P0K1	Q9P0K1|Q9P0K1-2|Q9P0K1-5|Q9P0K1-3|Q9P0K1-4|E7EPF1	0+47+7+4+15+57+12+764	0+47+7+4+15+57+12+764|0+47+7+4+15+57+12+757|0+47+7+4+15+57+12+728|0+47+7+4+15+57+12+717|0+47+7+4+15+57+12+681|0+47+7+4+15+57+12+200	3.7	3.7|3.7|3.9|3.9|4.1|9.9	4	38.64	38.64|38.64|38.64|38.64|38.64|38.64	208	208.1
156	Apolipoprotein C-III	2	5.21E+08	2	1.10E+09	2	4	12872.4	HUMAN	1			0.00E+00	2	4	1.62E+09	0	B0YIW2	B0YIW2|P02656	0+62+27+28	0+62+27+28|0+44+27+28	23	23|27.2	2	28.28	28.28|28.28	249	249.1
157	Leucine-rich alpha-2-glycoprotein	6	7.40E+08	5	8.25E+08	2	11	38405.4	HUMAN	1			0.00E+00	7	11	1.56E+09	0	P02750	P02750	0+119+29+16+11+34+7+13+10+11+10+76+9+2	0+119+29+16+11+34+7+13+10+11+10+76+9+2	21.9	21.9	7	49.92	49.92	185	185.1
158	Cell surface glycoprotein MUC18	3	5.74E+08	7	9.73E+08	2	10	72576	HUMAN	1			0.00E+00	6	10	1.55E+09	0	P43121	P43121|P43121-2	0+91+21+127+12+41+19+68+20+247	0+91+21+127+12+41+19+68+20+247|0+188+12+41+19+68+20+179	11.1	11.1|9.6	6	53.47	53.47|39.52	176	176.1
159	Osteomodulin	2	2.70E+08	2	1.27E+09	2	4	50004.7	HUMAN	1			0.00E+00	4	4	1.54E+09	0	Q99983	Q99983	0+118+8+40+10+37+10+77+14+107	0+118+8+40+10+37+10+77+14+107	9.9	9.9	4	25.32	25.32	266	266.1
160	IgGFc-binding protein	5	2.60E+08	14	7.68E+08	2	19	596825.2	HUMAN	1			0.00E+00	14	19	1.48E+09	0	Q9Y6R7	Q9Y6R7	0+262+13+90+15+54+20+102+11+169+14+73+13+2894+20+267+27+216+10+842+38+100+14+60+8+73	0+262+13+90+15+54+20+102+11+169+14+73+13+2894+20+267+27+216+10+842+38+100+14+60+8+73	3.7	3.7	14	136.92	136.92	92	92.1
161	Cathepsin D	5	4.03E+08	9	1.29E+09	2	14	45064.9	HUMAN	1	1	1	2.16E+08	7	13	1.47E+09	0	P07339	P07339|F8WD96|P18242	0+54+18+112+69+60+18+72+8+1	0+54+18+112+69+60+18+72+8+1|0+54+18+112+69+23|0+311+18+81	27.4	27.4|31.5|4.3	8	85.55	85.55|63.47|11.02	135	135.1
162	Neurocan core protein	8	2.65E+09	8	3.38E+09	2	16	145030.5	HUMAN	1	4	7	4.68E+09	5	9	1.35E+09	0	O14594	O14594|P55066	0+110+8+65+10+38+7+18+13+46+7+259+8+505+7+18+31+91+16+64	0+110+8+65+10+38+7+18+13+46+7+259+8+505+7+18+31+91+16+64|0+230+7+18+13+46+7+725+7+215	8	8|2.6	9	89.62	89.62|36.05	127	127.1
163	Apolipoprotein B-100	5	4.64E+08	9	8.79E+08	2	14	516964.4	HUMAN	1			0.00E+00	12	14	1.34E+09	0	P04114	P04114|A8MUN2	0+717+25+192+26+67+7+2242+35+479+9+47+22+187+43+465	0+717+25+192+26+67+7+2242+35+479+9+47+22+187+43+465|0+717+25+86	3.6	3.6|3	12	93.68	93.68|20.15	122	122.1
164	Immunoglobulin superfamily member 8	4	8.09E+08	4	5.25E+08	2	8	65660.7	HUMAN	1			0.00E+00	5	8	1.33E+09	0	Q969P0	Q969P0|Q969P0-3	0+82+10+2+19+34+16+31+10+409	0+82+10+2+19+34+16+31+10+409|0+82+10+2+19+34+16+31+10+322	8.9	8.9|10.4	5	43.47	43.47|43.47	199	199.1
165	Collagen alpha-1(VI) chain	13	7.66E+08	13	1.10E+09	2	26	109668.5	HUMAN	1	4	7	5.80E+08	11	19	1.29E+09	0	P12109	P12109|Q04857	0+51+10+73+14+37+14+41+16+186+14+196+25+45+9+127+6+8+16+50+19+19+8+6+33+5	0+51+10+73+14+37+14+41+16+186+14+196+25+45+9+127+6+8+16+50+19+19+8+6+33+5|0+50+10+124+14+243+14+266+9+295	17.8	17.8|4.5	15	144.17	144.17|34.35	82	82.1
166	Isoform 4 of Peptidyl-glycine alpha-amidating monooxygenase	7	6.86E+08	15	1.01E+09	2	22	99615.8	HUMAN	1	5	7	5.98E+08	10	16	1.22E+09	0	P19021-4	P19021-4|P19021-5|P19021|P19021-6|P19021-3|P19021-2|P97467|F8VQA4|E9Q704|F8W8D9	0+32+30+18+15+34+9+22+30+35+10+117+11+15+18+5+8+113+8+45+29+6+9+199+12+57	0+32+30+18+15+34+9+22+30+35+10+117+11+15+18+5+8+113+8+45+29+6+9+199+12+57|0+32+30+18+15+34+9+22+30+35+10+117+11+15+18+5+8+113+8+45+29+6+9+200+9+146|0+32+30+18+15+34+9+22+30+35+10+117+11+15+18+5+8+113+8+45+29+6+9+200+9+145|0+32+30+18+15+34+9+22+30+35+10+117+11+15+18+5+8+113+8+45+29+6+9+200+9+127|0+32+30+18+15+34+9+22+30+35+10+117+11+15+18+5+8+113+8+45+29+6+9+200+9+77|0+32+30+18+15+34+9+22+30+35+10+117+11+52+8+45+29+6+9+200+9+145|0+84+15+34+9+22+15+226+8+112+8+446|0+84+15+34+9+22+15+226+8+112+8+445|0+84+15+34+9+22+15+240+8+446|0+32+30+113	21.3	21.3|19|19.1|19.4|20.5|18.4|5.6|5.6|5.3|17.1	14	133.93	133.93|129.73|129.73|129.73|129.73|109.8|55.89|55.89|48.53|9.39	94	94.1
167	Complement component C6	8	6.52E+08	9	6.40E+08	2	17	108435.7	HUMAN	1	1	1	9.77E+07	9	16	1.19E+09	0	P13671	P13671|E9Q6D8|Q91X70	0+205+14+12+25+32+12+40+16+72+11+9+11+8+28+346+8+58+11+16	0+205+14+12+25+32+12+40+16+72+11+9+11+8+28+346+8+58+11+16|0+205+14+712|0+205+14+550	14.5	14.5|1.5|1.8	10	102.94	102.94|10.04|10.04	109	109.1
168	Neuronal growth regulator 1	4	6.21E+08	9	1.06E+09	2	13	39403.1	HUMAN	1	6	10	5.72E+08	2	3	1.11E+09	0	Q7Z3B1	Q7Z3B1|Q80Z24|D3Z4T6|A0A4W9|B4DI94|Q7Z3B1-2	0+74+53+46+22+23+13+31+17+75	0+74+53+46+22+23+13+31+17+75|0+68+53+46+22+159|0+68+53+46+22+140|0+68+53+46+22+140|0+72+53+91+17+75|0+45+22+23+13+31+17+75	29.6	29.6|21.5|22.7|22.7|22.7|23	8	84.83	84.83|64.43|64.43|64.43|57.76|31.81	137	137.1
169	Transforming growth factor-beta-induced protein ig-h3	8	6.12E+08	12	1.21E+09	2	20	75307.2	HUMAN	1	4	7	7.23E+08	6	13	1.10E+09	0	Q15582	Q15582|P82198	0+27+11+38+14+144+23+30+17+105+12+26+14+26+9+37+15+42+12+81	0+27+11+38+14+144+23+30+17+105+12+26+14+26+9+37+15+42+12+81|0+27+11+38+14+144+23+38+9+379	18.5	18.5|8.3	10	94.17	94.17|31.65	120	120.1
170	Ig kappa chain V-III region WOL	4	7.00E+08	3	3.84E+08	2	7	11860	HUMAN	1			0.00E+00	3	7	1.08E+09	0	P01623	P01623|P04206|P01622|P01620	1+18+44+16+19+7+5	1+18+44+16+19+7+5|1+18+44+16+31|1+18+44+16+31|1+18+44+16+31	36.6	36.6|30.2|30.2|30.2	3	38.44	38.44|31.32|31.32|31.32	210	210.1
171	Ig lambda chain V-III region LOI	2	5.70E+08	2	4.78E+08	2	4	12049	HUMAN	1			0.00E+00	2	4	1.05E+09	0	P80748	P80748	0+59+16+28+8	0+59+16+28+8	21.6	21.6	2	23.2	23.2	276	276.1
172	Serum amyloid A-1 protein	5	5.95E+08	6	4.36E+08	2	11	13588.8	HUMAN	1			0.00E+00	6	11	1.03E+09	0	P0DJI8	P0DJI8|E9PQD6|P0DJI9|G3V1D9|P0DJI9-2|E9PR14	0+19+14+10+14+7+16+5+37	0+19+14+10+14+7+16+5+37|0+19+14+10+14+28+37|0+19+14+10+14+65|0+19+14+10+14+56|0+19+14+10+14+26|0+19+14+10+14+23	66.3	66.3|53.2|22.9|24.7|33.7|35	6	72.53	72.53|57.64|31.61|31.61|31.61|31.61	143	143.1
173	Isoform 3 of Insulin-like growth factor II	3	9.71E+08	3	1.65E+09	2	6	26786.5	HUMAN	1	2	4	1.60E+09	1	2	1.02E+09	0	P01344-3	P01344-3|P01344-2|P01344|E9QLW5|P09535	0+120+25+55+6+30	0+120+25+55+6+30|0+67+25+55+6+30|0+64+25+55+6+30|0+75+25+91|0+64+25+91	13.1	13.1|16.9|17.2|13|13.8	3	24.37	24.37|24.37|24.37|18.12|18.12	272	272.1
174	Complement component C8 gamma chain	4	2.39E+08	9	9.53E+08	2	13	22448.2	HUMAN	1	2	2	2.04E+08	6	11	9.88E+08	0	P07360	P07360|Q8VCG4|Q9DAC2	0+61+56+36+15+16+18	0+61+56+36+15+16+18|0+61+8+21+10+102|0+27+8+21+10+102	44	44|8.9|10.7	8	68.59	68.59|11.89|11.89	149	149.1
175	Cartilage acidic protein 1	7	1.29E+09	10	1.56E+09	2	17	72218.2	HUMAN	1	6	9	1.87E+09	6	8	9.80E+08	0	Q9NQ79	Q9NQ79|Q9NQ79-2|Q9NQ79-3|Q8R555	0+90+18+48+22+93+22+9+26+54+21+33+11+6+6+56+17+40+13+76	0+90+18+48+22+93+22+9+26+54+21+33+11+6+6+56+17+40+13+76|0+90+18+48+22+93+22+9+26+54+21+33+11+6+6+56+17+40+13+60|0+90+18+48+22+93+22+9+26+54+21+33+11+6+6+56+17+96|0+101+8+61+9+124+16+64+21+50+6+113+13+60	23.6	23.6|24.1|22.7|11.3	12	131.47	131.47|131.47|117.34|65.19	95	95.1
176	Collagen alpha-1(XVIII) chain	4	4.32E+08	6	8.06E+08	2	10	179496.6	HUMAN	1	1	1	2.89E+08	5	9	9.49E+08	0	P39060	P39060|P39060-1|P39060-2|E9QPX1|P39061|P39061-1|P39061-2	0+1575+20+14+9+6+9+4+40+33+17+27	0+1575+20+14+9+6+9+4+40+33+17+27|0+1340+20+14+9+6+9+4+40+33+17+27|0+1160+20+14+9+6+9+4+40+33+17+27|0+1643+9+122|0+1643+9+122|0+1396+9+122|0+1184+9+122	5.4	5.4|6.2|7|0.5|0.5|0.5|0.6	6	80.76	80.76|80.76|80.76|12.45|12.45|12.45|12.45	139	139.1
177	Collagen alpha-1(I) chain	4	9.01E+08	5	6.34E+08	2	9	139966	HUMAN	1	3	5	5.99E+08	2	4	9.37E+08	0	P02452	P02452|P11087|P11087-2|P02458	0+50+17+1169+10+24+18+136+6+34	0+50+17+1169+10+24+18+136+6+34|0+1225+10+24+18+136+6+34|0+997+10+24+18+136+6+34|0+44+9+1434	3.4	3.4|2.3|2.7|0.6	5	41.37	41.37|27.32|27.32|6.17	204	204.1
178	Serum paraoxonase/arylesterase 1	9	1.04E+09	8	1.27E+09	2	17	39901.7	HUMAN	1	4	8	1.38E+09	7	9	9.35E+08	0	P27169	P27169|P52430|F8WF42|Q15166	0+32+38+14+54+13+6+57+36+40+26+24+9+6	0+32+38+14+54+13+6+57+36+40+26+24+9+6|0+151+6+76+17+90+9+6|0+32+14+31|0+339+9+6	47.6	47.6|9|18.1|2.5	11	98.98	98.98|27.8|7.8|7.75	112	112.1
179	Peroxiredoxin-2	4	7.63E+08	6	9.92E+08	2	10	22062.7	HUMAN	1	3	4	8.71E+08	3	6	8.84E+08	0	P32119	P32119|A6NIW5|Q61171|P32119-2	0+16+10+65+18+30+52+7	0+16+10+65+18+30+52+7|0+16+10+65+18+27|0+139+52+7|0+16+10+116	40.4	40.4|20.5|26.2|7	6	64.04	64.04|35.04|29|10.28	153	153.1
180	Peroxiredoxin-1	1	4.27E+08	2	4.49E+08	2	3	22338.2	HUMAN	1			0.00E+00	2	3	8.76E+08	0	Q06830	Q06830	0+140+11+17+22+9	0+140+11+17+22+9	16.5	16.5	2	25.09	25.09	153	153.2
181	Isoform 3 of Agrin	4	4.59E+08	5	7.83E+08	2	9	223500.4	HUMAN	1	1	3	3.67E+08	5	6	8.74E+08	0	O00468-3	O00468-3|O00468-6|O00468|O00468-7|O00468-4|O00468-5|O00468-2|M0QWP1|A2ASQ1|A2ASQ1-2|Z4YK85|A2ASQ1-3	0+1238+8+617+52+31+9+94	0+1238+8+617+52+31+9+94|0+1238+8+613+52+31+9+94|0+1238+8+617+13+32+25+31+9+94|0+1238+8+613+13+32+25+31+9+94|0+1238+8+617+13+24+25+31+9+94|0+1238+8+617+13+22+25+31+9+94|0+1134+8+617+13+32+25+31+9+94|0+1875+12+147|0+1791+12+147|0+1769+12+147|0+1768+12+147|0+1708+12+147	3.3	3.3|3.3|2.6|2.6|2.6|2.6|2.8|0.5|0.6|0.6|0.6|0.6	6	52.37	52.37|52.37|45.03|45.03|45.03|45.03|45.03|9.2|9.2|9.2|9.2|9.2	179	179.1
182	"Keratin, type II cytoskeletal 5"	6	5.01E+08	4	3.70E+08	2	10	62605.5	HUMAN	1			0.00E+00	5	10	8.72E+08	0	P13647	P13647	0+73+11+94+7+70+10+78+9+238	0+73+11+94+7+70+10+78+9+238	6.2	6.2	5	43.51	43.51	38	38.3
183	Basement membrane-specific heparan sulfate proteoglycan core protein	11	5.39E+08	14	6.37E+08	2	25	479547.8	HUMAN	1	4	5	3.51E+08	15	20	8.26E+08	0	P98160	P98160|E9PZ16|B1B0C7|Q05793	0+647+13+271+9+76+58+724+10+137+12+21+12+64+32+677+11+186+8+779+17+457+14+22+15+9+14+8+15+11+18+10+34	0+647+13+271+9+76+58+724+10+137+12+21+12+64+32+677+11+186+8+779+17+457+14+22+15+9+14+8+15+11+18+10+34|0+1797+10+663+8+1795+14+84+12|0+1797+10+657+8+1793+14+84+12|0+1797+10+1888+12	6.6	6.6|1|1|0.5	19	159.89	159.89|32.91|32.91|18.07	67	67.1
184	Isoform LAMP-2C of Lysosome-associated membrane glycoprotein 2	4	5.35E+08	3	2.55E+08	2	7	45739.8	HUMAN	1			0.00E+00	4	7	7.90E+08	0	P13473-3	P13473-3|P13473|P13473-2	0+132+20+114+7+7+9+122	0+132+20+114+7+7+9+122|0+132+20+114+7+7+9+121|0+132+20+114+7+7+9+121	8.7	8.7|8.7|8.7	4	35.2	35.2|35.2|35.2	222	222.1
185	Phosphatidylethanolamine-binding protein 1	4	4.55E+08	4	4.51E+08	2	8	21170.5	HUMAN	1	1	1	1.33E+08	4	7	7.73E+08	0	P30086	P30086|D3Z1V4|P70296|D6RHS6	0+47+29+4+33+6+13+55	0+47+29+4+33+6+13+55|0+62+14+133|0+62+14+111|0+62+14+60	40.1	40.1|6.6|7.4|10.2	5	59.84	59.84|12.16|12.16|12.16	162	162.1
